425678	2621660100060002
425679	2629477900151302
425680	2635226100237802
425681	2636195200244502
425682	2638939700255802
425735	2739473300246102
425736	2750892900255302
425737	2772247201218002
425738	2772694601222202
425739	2774013600212602
425741	2775291600218802
425742	2775380901238202
425743	2778541500225302
425744	2779611000228002
425745	2781237201250502
425746	2782787501253002
425747	2783868100238302
425748	21939977000303002
425749	21942626000694402
425750	21943142000758002
425751	21943554000819802
425752	21943843000860402
425753	21943861000863702
425754	21943888000869602
425755	21943907000873402
425756	21944450000945002
425757	21944635000972402
425758	21944641000973102
425759	21945925000214002
425760	21946653000340302
425761	21946873000410302
425762	21947251000478202
425763	21947494000540002
425765	21947995000623702
425768	21948967000836002
425769	21949654000002602
425770	21961056000053802
425771	21968854000687102
425772	21970270000842602
425773	21970505000854202
425774	21974166000240202
425775	21974533000272502
425776	21975065000316302
425777	21976776000488902
425778	21977374000548202
425779	21979159000730102
425780	21982266000038902
425781	21983737000204702
425782	21984588000271502
425783	21984957000313902
425784	21989344000738002
425786	21995434000396202
425787	21995846000432202
425788	21997072000558702
425789	21997535000596802
425790	21997674000601102
425791	21997786000604702
425792	21998303000655202
425793	21999609000747502
425794	22000792000850002
425795	22002576000004302
425796	22002874000026502
425797	22003192000078002
425798	22003238000090702
425799	22005646000357902
425800	22006217000404102
425801	22006320000416302
425802	22008353000590602
425803	22009042000681902
425804	22009760000805202
425805	22009896000845302
425806	22010409000944802
425807	22010752000005502
425808	22011036000054702
425809	22011640000138802
425810	22012156000202602
425811	22012260000222202
425812	22013388000349502
425813	22017729000549602
425814	22018268000577602
425815	22023228000332502
425816	22023237000333502
425817	22023680000398102
425818	22075485000598302
425819	22076034000680602
425820	22076595000736802
425821	22076712000749902
425822	22076844000756102
425823	22076873000756802
425824	22076966000764902
425826	22077337000814402
425827	22077549000822002
425828	22080869000907602
425829	22085112000168502
425830	22085165000171502
425831	22085256000171802
425832	22085678000179802
425833	22086467000258402
425834	22086871000337102
425835	22087175000378802
425836	22087221000391702
425837	22087228000393702
425838	22087296000412202
425839	22087332000421202
425840	22087394000426902
425841	22087899000534402
425842	22087909000538802
425843	22088404000598602
425844	22088450000610502
425845	22088494000618502
425846	22088500000621102
425848	22090804000981402
425849	22090873000994802
425850	22091364000059402
425851	22093050000343702
425852	22095235000658602
425853	22095247000661602
425854	22096282000827802
425855	22096911000979802
425856	22097515000111502
425857	22097522000112802
425858	22097558000119502
425859	22098587000307102
425860	22098603000314102
425861	22099464000525802
425862	22100058000649302
425863	22100846000763402
425864	22101356000874502
425865	22101819000981802
425866	22101879000015302
425867	22101884000017602
425868	22102461000168702
425869	22102475000171002
425870	22102786000204002
425871	22102865000240602
425872	22102928000265402
425873	22104047000450502
425874	22104889000637402
425875	22105295000689102
425876	22105796000776802
425877	22106363000884502
425878	22106984000031102
425879	22107215000102202
425880	22107643000235902
425881	22107657000243402
425882	22107686000253102
425883	22107862000322502
425884	22108173000401002
425885	22109374000693502
425886	22110064000882302
425887	22110070000887502
425888	22110109000911102
425889	22110709000116202
425890	22111274000291302
425891	22111308000312402
425893	22111777000447602
425894	22111903000491902
425895	22112035000536202
425896	22112278000608302
425897	22112711000768802
425899	22114423000312502
425900	22115070000558102
425901	22115399000643902
425903	22115617000705202
425904	22115640000715902
425906	22116591000052002
425907	22116661000065702
425909	22116864000163602
425911	22118409000690502
425913	22119464000057502
425914	22119720000176702
425922	22121016000685502
425923	22121268000796302
425926	22122272000240302
425928	22122444000289602
425929	22122963000524102
425930	22123331000652802
425931	22123744000800402
425934	22124070000928802
425935	22124208000972402
425936	22124504000068202
425937	22124586000100102
425938	22124602000106102
425939	22124635000124402
425940	22124746000162902
425942	22124952000246202
425943	22124997000269802
425945	22125080000301702
425947	22125874000590002
425948	22126049000641802
425949	22126313000739202
425951	22126888000939902
425953	22127043000009002
425954	22127061000019302
425955	22127171000066502
425956	22127349000111502
425957	22127491000174702
425958	22127852000283302
425959	22127861000288802
425960	22127970000324602
425961	22128053000358202
425962	22128168000388402
425964	22128884000711302
425968	22129637000005002
425969	22129765000059602
425971	22130554000389202
425972	22130863000498902
425973	22131264000660602
425975	22131370000697202
425976	22131559000754702
425977	22132154000023102
425981	22132280000091002
425982	22133365000510602
425984	22133763000655302
425986	22134239000869802
425987	22134255000880202
425988	22134655000093202
425989	22134951000199802
425992	22136390000880102
425994	22136439000913102
425995	22136642000971202
425997	22137097000140002
425998	22137193000161502
425999	22137298000207402
426000	22137443000250002
426001	22137542000292602
426002	22137841000435202
426005	22138041000509402
426008	22138665000803602
426009	22138795000875502
426010	22138983000955602
426011	22139051000002502
426012	22139300000107702
426013	22139370000143202
426014	22139376000147502
426015	22140166000444802
426016	22140582000592302
